Pincode,City,State,is_oda,Zone
764085,Nabarangapur,Odisha,No,East2
637202,Tiruchengode,Tamil Nadu,No,South2
382715,Kadi,Gujarat,ODA,Guj2
574324,Bantwal,Karnataka,ODA,
202150,Aligarh,Uttar Pradesh,No,North2
636452,Mettur,Tamil Nadu,ODA,South2
517507,Tirupati,Andhra Pradesh,No,South2
638110,Erode,Tamil Nadu,No,South2
636401,Mettur,Tamil Nadu,ODA,South2
764078,Nabarangapur,Odisha,No,East2
761131,Bhanjanagar,Odisha,No,East2
212128,Aligarh,Uttar Pradesh,No,North2
805127,Sirdala,Bihar,ODA,East2
508257,Devarakonda,Telangana,ODA,
605802,Sankarapuram,Tamil Nadu,ODA,South2
761119,Bhanjanagar,Odisha,ODA,East2
754137,Tirtol,Odisha,ODA,East2
735211,Cooch Behar,West Bengal,ODA,
638476,Erode,Tamil Nadu,No,South2
637205,Erode,Tamil Nadu,No,South2
385505,Deesa,Gujarat,ODA,Guj2
574211,Bantwal,Karnataka,ODA,
212622,Khaga,Uttar Pradesh,ODA,North2
303010,Phulera,Rajasthan,ODA,North2
205130,Shikohabad,Uttar Pradesh,No,North2
501142,Tandur-TL,Telangana,ODA,
205147,Shikohabad,Uttar Pradesh,No,North2
175105,Jari,Himachal Pradesh,No,
212653,Khaga,Uttar Pradesh,ODA,North2
464884,Begumganj,Madhya Pradesh,No,Central2
563115,Bangarapet,Karnataka,ODA,
303340,Phulera,Rajasthan,ODA,North2
754136,Tirtol,Odisha,ODA,East2
679533,Sankaramangalam,Kerala,ODA,Kerala
623206,Karaikudi,Tamil Nadu,No,South2
401609,Dahanu,Maharashtra,ODA,Mah2
761126,Bhanjanagar,Odisha,ODA,East2
637201,Tiruchengode,Tamil Nadu,No,South2
731123,Dubrajpur,West Bengal,ODA,
461445,Itarsi,Madhya Pradesh,ODA,Central2
761200,Paralakhemundi,Odisha,No,East2
176061,Palampur,Himachal Pradesh,No,
205145,Shikohabad,Uttar Pradesh,No,North2
445204,Pusad,Maharashtra,No,Mah2
637304,Erode,Tamil Nadu,No,South2
303339,Phulera,Rajasthan,ODA,North2
761124,Bhanjanagar,Odisha,ODA,East2
382145,Kadi,Gujarat,ODA,Guj2
250606,Baghpat,Uttar Pradesh,ODA,North2
385530,Deesa,Gujarat,ODA,Guj2
274304,Padrauna,Uttar Pradesh,No,North2
415610,Sangameshwar,Maharashtra,No,Mah2
393041,Dediapada,Gujarat,No,Guj2
493996,Gariyaband,Chhattisgarh,No,Central2
176083,Palampur,Himachal Pradesh,ODA,
517526,Tirupati,Andhra Pradesh,No,South2
533247,Razole,Andhra Pradesh,ODA,South2
713378,Dubrajpur,West Bengal,ODA,
176064,Palampur,Himachal Pradesh,No,
574231,Bantwal,Karnataka,ODA,
303328,Phulera,Rajasthan,ODA,North2
385540,Deesa,Gujarat,ODA,Guj2
636303,Mettur,Tamil Nadu,ODA,South2
274506,Salempur,Uttar Pradesh,ODA,North2
303604,Phulera,Rajasthan,ODA,North2
382165,Kadi,Gujarat,ODA,Guj2
110302,Delhi,Delhi,No,North1
576126,Karkala,Karnataka,ODA,
581324,Karwar,Karnataka,No,
250622,Baraut,Uttar Pradesh,ODA,North2
803216,Bihar Sharif,Bihar,No,East2
182101,Udhampur,Jammu and Kashmir,No,
638706,Dharapuram,Tamil Nadu,ODA,South2
516006,Cuddapah,Andhra Pradesh,No,South2
212652,Khaga,Uttar Pradesh,ODA,North2
560008,Bangalore,Karnataka,No,South1
630005,Karaikudi,Tamil Nadu,No,South2
202127,Aligarh,Uttar Pradesh,No,North2
713385,Dubrajpur,West Bengal,ODA,
303331,Phulera,Rajasthan,No,North2
761133,Bhanjanagar,Odisha,ODA,East2
781325,Tihu,Assam,ODA,NE
274508,Salempur,Uttar Pradesh,ODA,North2
637503,Tiruchengode,Tamil Nadu,No,South2
205135,Shikohabad,Uttar Pradesh,ODA,North2
401103,Palghar,Maharashtra,No,Mah1
505475,Jammikunta,Telangana,No,
743702,Kolkata,West Bengal,No,East1
394307,Valsad,Gujarat,ODA,Guj2
560075,Bangalore,Karnataka,No,South1
754292,Chandipur,Odisha,ODA,East2
415629,Ratnagiri,Maharashtra,ODA,Mah2
322701,Sawai Madhopur,Rajasthan,ODA,North2
606402,Sankarapuram,Tamil Nadu,ODA,South2
761212,Paralakhemundi,Odisha,No,East2
344001,Barmer,Rajasthan,No,North2
761120,Bhanjanagar,Odisha,ODA,East2
713409,Balagarh,West Bengal,ODA,
761208,Paralakhemundi,Odisha,No,East2
262202,Bisalpur,Uttar Pradesh,No,North2
312202,Kapasan,Rajasthan,ODA,North2
385011,Palanpur,Gujarat,ODA,Guj2
501141,Tandur-TL,Telangana,ODA,
515871,Rayadurgam,Andhra Pradesh,ODA,South2
828130,Dhanbad,Jharkhand,No,East2
335061,Raisinghnagar,Rajasthan,No,North2
678651,Palakkad,Kerala,No,Kerala
281204,Vrindavan,Uttar Pradesh,No,North2
232118,ChakiaUP,Uttar Pradesh,No,North2
242123,Khutar,Uttar Pradesh,ODA,North2
160050,Mohali,Chandigarh,No,
534198,Bhimavaram,Andhra Pradesh,No,South2
581305,Karwar,Karnataka,ODA,
678731,Palakkad,Kerala,No,Kerala
110051,Delhi,Delhi,No,North1
110113,Delhi,Delhi,No,North1
470675,Damoh,Madhya Pradesh,ODA,Central2
577222,Shimoga,Karnataka,No,
484552,Pali Birsinghpur,Madhya Pradesh,ODA,Central2
508116,Bhuvanagiri,Telangana,ODA,
678019,Palakkad,Kerala,No,Kerala
574285,Kadaba,Karnataka,No,
623104,Karaikudi,Tamil Nadu,No,South2
755005,Chandipur,Odisha,ODA,East2
788031,Udarbond,Assam,ODA,NE
301709,Neemrana,Rajasthan,ODA,North2
523332,Markapur,Andhra Pradesh,ODA,South2
208021,Kanpur,Uttar Pradesh,No,North2
174029,Bilaspur-HP,Himachal Pradesh,No,
575024,Mangalore,Karnataka,No,
533248,Razole,Andhra Pradesh,ODA,South2
574264,Bantwal,Karnataka,ODA,
788815,Kalain,Assam,ODA,NE
678613,Akaloor,Kerala,No,Kerala
784103,Tezpur,Assam,ODA,NE
321023,Kaman,Rajasthan,No,North2
458895,Mandsaur,Madhya Pradesh,ODA,Central2
620024,Tiruchi,Tamil Nadu,No,South2
755036,Mangalpur,Odisha,ODA,East2
620008,Tiruchi,Tamil Nadu,No,South2
621312,Tiruchi,Tamil Nadu,ODA,South2
742169,Baharampur,West Bengal,ODA,
678018,Palakkad,Kerala,No,Kerala
110122,Delhi,Delhi,No,North1
574110,Karkala,Karnataka,ODA,
574108,Karkala,Karnataka,ODA,
134111,Chandigarh,Chandigarh,No,
822114,Garhwa,Jharkhand,No,East2
335040,PadampurRJ,Rajasthan,No,North2
441613,Gondia,Maharashtra,ODA,Mah2
504307,Ichoda,Andhra Pradesh,No,South2
629708,Nagercoil,Tamil Nadu,No,South2
811315,Lakhisarai,Bihar,ODA,East2
690547,Tiruvalla,Kerala,ODA,Kerala
208026,Kanpur,Uttar Pradesh,No,North2
410207,Mumbai,Maharashtra,No,Mah1
444311,Akola,Maharashtra,No,Mah2
673121,Kalpetta,Kerala,ODA,Kerala
140901,Mohali,Chandigarh,No,
518124,Betamcherla,Andhra Pradesh,ODA,South2
585411,Bhalki,Karnataka,No,
385543,Deesa,Gujarat,ODA,Guj2
160012,Chandigarh,Chandigarh,No,
160019,Chandigarh,Chandigarh,No,
363020,Surendranagar,Gujarat,ODA,Guj2
624201,Vadipatti,Tamil Nadu,ODA,South2
202128,Aligarh,Uttar Pradesh,No,North2
637209,Erode,Tamil Nadu,No,South2
517101,Tirupati,Andhra Pradesh,No,South2
176092,Palampur,Himachal Pradesh,ODA,
212655,Khaga,Uttar Pradesh,ODA,North2
393040,Dediapada,Gujarat,No,Guj2
458470,Neemuch,Madhya Pradesh,No,Central2
110104,Delhi,Delhi,No,North1
301707,Tijara,Rajasthan,ODA,North2
632301,Arani,Tamil Nadu,ODA,South2
144408,Phagwara,Punjab,No,North2
560024,Bangalore,Karnataka,No,South1
678592,Palakkad,Kerala,No,Kerala
304804,Deoli-RJ,Rajasthan,ODA,North2
678575,Palakkad,Kerala,No,Kerala
333023,Jhunjhunu,Rajasthan,ODA,North2
442202,Talegaon Sp,Maharashtra,No,Mah2
110118,Delhi,Delhi,No,North1
711304,Dankuni,West Bengal,ODA,
160018,Chandigarh,Chandigarh,No,
480109,Sausar,Madhya Pradesh,ODA,Central2
581339,Karwar,Karnataka,ODA,
811313,Lakhisarai,Bihar,ODA,East2
134115,Chandigarh,Chandigarh,No,
110504,Delhi,Delhi,No,North1
445002,Yavatmal,Maharashtra,No,Mah2
110031,Delhi,Delhi,No,North1
144404,Phagwara,Punjab,No,North2
328023,Kheragarh,Rajasthan,No,North2
480105,Sausar,Madhya Pradesh,ODA,Central2
518135,Betamcherla,Andhra Pradesh,ODA,South2
160003,Chandigarh,Chandigarh,No,
623108,Karaikudi,Tamil Nadu,No,South2
623003,Karaikudi,Tamil Nadu,No,South2
523329,Markapur,Andhra Pradesh,ODA,South2
441601,Gondia,Maharashtra,ODA,Mah2
227407,Amethi,Uttar Pradesh,No,North2
522263,Repalle,Andhra Pradesh,ODA,South2
110053,Delhi,Delhi,No,North1
630102,Karaikudi,Tamil Nadu,No,South2
125056,Sirsa,Haryana,ODA,North2
484551,Pali Birsinghpur,Madhya Pradesh,ODA,Central2
241123,Shahabad,Uttar Pradesh,ODA,North2
201005,Ghaziabad,Uttar Pradesh,No,North1
522259,Repalle,Andhra Pradesh,ODA,South2
151504,Mansa,Punjab,No,North2
628102,Tuticorin,Tamil Nadu,No,South2
801112,Bihta,Bihar,No,East2
621132,Tiruchi,Tamil Nadu,No,South2
829149,Phusro,Jharkhand,No,East2
224176,Rajesultanpur,Uttar Pradesh,No,North2
573219,Hassan,Karnataka,No,
721654,Panskura,West Bengal,ODA,
175030,Bilaspur-HP,Himachal Pradesh,ODA,
209121,Kanpur,Uttar Pradesh,No,North2
370201,Gandhidham,Gujarat,No,Guj2
134102,Pinjore,Haryana,ODA,North2
534437,Eluru,Andhra Pradesh,No,South2
847405,Benipur,Bihar,ODA,East2
140802,Sirhind-Fategarh,Punjab,ODA,North2
176062,Palampur,Himachal Pradesh,No,
242223,Shahjahanpur,Uttar Pradesh,No,North2
244401,Thakurdwara,Uttar Pradesh,No,North2
209207,Kanpur,Uttar Pradesh,ODA,North2
621206,Thuraiyur,Tamil Nadu,ODA,South2
276136,Jiyanpur,Uttar Pradesh,No,North2
209214,Kanpur,Uttar Pradesh,No,North2
690527,Tiruvalla,Kerala,ODA,Kerala
231310,Robertsganj,Uttar Pradesh,No,North2
370202,Gandhidham,Gujarat,ODA,Guj2
713331,Rupnarayanpur,West Bengal,No,
174004,Bilaspur-HP,Himachal Pradesh,ODA,
204213,Hathras,Uttar Pradesh,ODA,North2
208001,Kanpur,Uttar Pradesh,No,North2
204105,Hathras,Uttar Pradesh,ODA,North2
431009,Aurangabad,Maharashtra,No,Mah2
431804,Kinwat,Maharashtra,ODA,Mah2
389001,Godhra,Gujarat,ODA,Guj2
755013,Mangalpur,Odisha,ODA,East2
144606,Sultanpur Lodhi,Punjab,ODA,North2
382008,Ahmedabad,Gujarat,No,Guj1
457773,Petlawad,Madhya Pradesh,ODA,Central2
516233,Badvel,Andhra Pradesh,ODA,South2
781001,Guwahati,Assam,No,NE
502335,Medak,Andhra Pradesh,ODA,South2
271902,Bahraich,Uttar Pradesh,ODA,North2
301427,Neemrana,Rajasthan,No,North2
851219,Sahebpur Kamal,Bihar,No,East2
825336,Kedla,Jharkhand,No,East2
620102,Tiruchi,Tamil Nadu,No,South2
140103,Mohali,Chandigarh,No,
442916,Chandrapur,Maharashtra,ODA,Mah2
522257,Repalle,Andhra Pradesh,ODA,South2
522265,Repalle,Andhra Pradesh,ODA,South2
533503,Rajahmundry,Andhra Pradesh,ODA,South2
136130,Pehowa,Haryana,No,North2
721642,Panskura,West Bengal,ODA,
721643,Panskura,West Bengal,ODA,
628001,Tuticorin,Tamil Nadu,No,South2
731126,Suri,West Bengal,ODA,
209305,Kanpur,Uttar Pradesh,No,North2
626002,Virudhunagar,Tamil Nadu,ODA,South2
845408,Motihari,Bihar,ODA,East2
151505,Mansa,Punjab,No,North2
835211,Kolebira,Jharkhand,No,East2
431201,Aurangabad,Maharashtra,No,Mah2
276137,Rajesultanpur,Uttar Pradesh,ODA,North2
431001,Aurangabad,Maharashtra,No,Mah2
414305,Alephata,Maharashtra,ODA,Mah2
690510,Tiruvalla,Kerala,ODA,Kerala
614906,Pattukkottai,Tamil Nadu,ODA,South2
176073,Sujanpur,Himachal Pradesh,No,
844122,Hazrat Jandaha,Bihar,No,East2
274602,Salempur,Uttar Pradesh,ODA,North2
205151,Shikohabad,Uttar Pradesh,ODA,North2
274501,Salempur,Uttar Pradesh,No,North2
824232,Gaya,Bihar,ODA,East2
385010,Palanpur,Gujarat,ODA,Guj2
455003,Dewas,Madhya Pradesh,ODA,Central2
442105,Wardha,Maharashtra,ODA,Mah2
493662,Gariyaband,Chhattisgarh,No,Central2
614613,Pattukkottai,Tamil Nadu,ODA,South2
210129,Atarra,Uttar Pradesh,No,North2
276001,Azamgarh,Uttar Pradesh,ODA,North2
303348,Phulera,Rajasthan,ODA,North2
638452,Erode,Tamil Nadu,No,South2
638456,Erode,Tamil Nadu,No,South2
394360,Songadh,Gujarat,ODA,Guj2
721404,Contai,West Bengal,No,
176303,Dalhousie,Himachal Pradesh,ODA,
444104,Akola,Maharashtra,No,Mah2
521260,Vijayawada,Andhra Pradesh,No,South2
742407,Baharampur,West Bengal,No,
413510,Latur,Maharashtra,ODA,Mah2
522501,Vijayawada,Andhra Pradesh,No,South2
799290,Kailashahar,Tripura,ODA,NE
845459,Bettiah,Bihar,ODA,East2
843327,Sitamarhi,Bihar,ODA,East2
534247,Bhimavaram,Andhra Pradesh,No,South2
577245,Shimoga,Karnataka,No,
782101,Nagaon,Assam,ODA,NE
585202,Yadgir,Karnataka,ODA,
140001,Rupnagar,Punjab,No,North2
423212,Malegaon,Maharashtra,ODA,Mah2
756168,Bhadrak,Odisha,ODA,East2
331403,Sardarshahr,Rajasthan,ODA,North2
175124,Mandi,Himachal Pradesh,No,
284405,Mahrauni,Uttar Pradesh,No,North2
845401,Motihari,Bihar,No,East2
571216,Virajpet,Karnataka,No,
752055,Khurdha,Odisha,ODA,East2
174013,Bilaspur-HP,Himachal Pradesh,ODA,
403704,Goa,Goa,No,Goa
845415,Motihari,Bihar,No,East2
151506,Mansa,Punjab,No,North2
306023,Marwar Junction,Rajasthan,No,North2
614903,Pattukkottai,Tamil Nadu,ODA,South2
370210,Gandhidham,Gujarat,No,Guj2
845411,Motihari,Bihar,ODA,East2
360030,Gondal,Gujarat,ODA,Guj2
517319,Madanapalle,Andhra Pradesh,ODA,South2
562109,Bangalore,Karnataka,No,South1
635812,Ambur,Tamil Nadu,No,South2
415506,Vaduj,Maharashtra,ODA,Mah2
326003,Aklera,Rajasthan,No,North2
410101,Karjat,Maharashtra,ODA,Mah2
845438,Bettiah,Bihar,ODA,East2
160057,Chandigarh,Chandigarh,No,
486335,Amiliya,Madhya Pradesh,No,Central2
518186,Betamcherla,Andhra Pradesh,ODA,South2
515870,Uravakonda,Andhra Pradesh,ODA,South2
606905,Arani,Tamil Nadu,ODA,South2
754290,Salipur,Odisha,No,East2
182124,Udhampur,Jammu and Kashmir,ODA,
581328,Karwar,Karnataka,ODA,
743391,Dakshin Barasat,West Bengal,ODA,
845416,Motihari,Bihar,No,East2
742132,Khargram,West Bengal,ODA,
756166,Bhadrak,Odisha,ODA,East2
466651,Sehore,Madhya Pradesh,ODA,Central2
457990,Alirajpur,Madhya Pradesh,ODA,Central2
577202,Shimoga,Karnataka,No,
721455,Contai,West Bengal,ODA,
403505,Goa,Goa,ODA,Goa
413306,Atapadi,Maharashtra,ODA,Mah2
781015,Guwahati,Assam,No,NE
621704,Ariyalur,Tamil Nadu,ODA,South2
333034,Buhana,Rajasthan,ODA,North2
333011,Jhunjhunu,Rajasthan,No,North2
628152,Tuticorin,Tamil Nadu,No,South2
628006,Tuticorin,Tamil Nadu,No,South2
801103,Patna,Bihar,No,East1
560065,Bangalore,Karnataka,No,South1
623109,Karaikudi,Tamil Nadu,ODA,South2
768107,Kuchinda,Odisha,ODA,East2
620023,Tiruchi,Tamil Nadu,No,South2
620005,Tiruchi,Tamil Nadu,No,South2
671323,Manjeshwar,Kerala,ODA,Kerala
455112,Dewas,Madhya Pradesh,ODA,Central2
722148,Khatra,West Bengal,ODA,
639115,Tiruchi,Tamil Nadu,No,South2
713426,Manteswar,West Bengal,ODA,
852130,Supaul,Bihar,ODA,East2
441603,Gondia,Maharashtra,ODA,Mah2
502221,Zahirabad,Telangana,ODA,
629601,Nagercoil,Tamil Nadu,No,South2
713155,Durgapur,West Bengal,ODA,
620019,Tiruchi,Tamil Nadu,No,South2
614405,Thiruvarur,Tamil Nadu,ODA,South2
457770,Petlawad,Madhya Pradesh,ODA,Central2
444405,Akola,Maharashtra,ODA,Mah2
423601,Kopargaon,Maharashtra,No,Mah2
430006,Aurangabad,Maharashtra,ODA,Mah2
763003,Semiliguda,Odisha,ODA,East2
573202,Hassan,Karnataka,No,
160011,Chandigarh,Chandigarh,No,
134204,Chandigarh,Haryana,No,North2
560005,Bangalore,Karnataka,No,South1
443404,Nandura,Maharashtra,No,Mah2
629707,Nagercoil,Tamil Nadu,No,South2
335039,Raisinghnagar,Rajasthan,No,North2
689711,Ranni,Kerala,ODA,Kerala
713149,Bardhaman,West Bengal,ODA,
184202,Billawar,Jammu and Kashmir,No,
507128,Kothagudem,Telangana,ODA,
621712,Tiruchi,Tamil Nadu,ODA,South2
442001,Wardha,Maharashtra,ODA,Mah2
754018,Adaspur,Odisha,No,East2
144626,Sultanpur Lodhi,Punjab,ODA,North2
731103,Suri,West Bengal,ODA,
768049,Padampur,Odisha,ODA,East2
821108,Kudra,Bihar,ODA,East2
621306,Tiruchi,Tamil Nadu,ODA,South2
401402,Palghar,Maharashtra,ODA,Mah1
614017,Thiruvarur,Tamil Nadu,ODA,South2
722147,Bishnupur,West Bengal,ODA,
389347,Godhra,Gujarat,ODA,Guj2
523105,Kandukur,Andhra Pradesh,ODA,South2
360021,Rajkot,Gujarat,No,Guj2
333001,Jhunjhunu,Rajasthan,No,North2
521164,Vijayawada,Andhra Pradesh,No,South2
722140,Khatra,West Bengal,No,
333707,Jhunjhunu,Rajasthan,No,North2
370204,Gandhidham,Gujarat,ODA,Guj2
571218,Virajpet,Karnataka,No,
828142,Dhanbad,Jharkhand,ODA,East2
284406,Mahrauni,Uttar Pradesh,No,North2
689509,Pathanamthitta,Kerala,ODA,Kerala
689122,Tiruvalla,Kerala,No,Kerala
176204,Palion,Himachal Pradesh,No,
231305,Chunnar,Uttar Pradesh,ODA,North2
431207,Partur,Maharashtra,ODA,Mah2
801108,Patna,Bihar,ODA,East1
825301,hazaribagh,Jharkhand,No,East2
614905,Thiruvarur,Tamil Nadu,ODA,South2
614015,Thiruvarur,Tamil Nadu,ODA,South2
534230,Bhimavaram,Andhra Pradesh,No,South2
204216,Hathras,Uttar Pradesh,ODA,North2
276304,Shahganj,Uttar Pradesh,ODA,North2
734426,Siliguri,West Bengal,ODA,
845304,Motihari,Bihar,ODA,East2
431133,Aurangabad,Maharashtra,No,Mah2
182127,Udhampur,Jammu and Kashmir,ODA,
577203,Shimoga,Karnataka,No,
678001,Palakkad,Kerala,No,Kerala
394670,Songadh,Gujarat,ODA,Guj2
247778,Shamli,Uttar Pradesh,No,North2
382027,Ahmedabad,Gujarat,No,Guj1
713158,Bardhaman,West Bengal,ODA,
209801,Unnao,Uttar Pradesh,No,North2
852107,Madhepura,Bihar,No,East2
210207,Chitrakoot,Uttar Pradesh,No,North2
442006,Wardha,Maharashtra,ODA,Mah2
242306,Shahjahanpur,Uttar Pradesh,No,North2
480553,Chhindwara,Madhya Pradesh,ODA,Central2
826007,Dhanbad,Jharkhand,ODA,East2
621004,Thuraiyur,Tamil Nadu,ODA,South2
175007,Jahu,Himachal Pradesh,No,
572201,Tiptur,Karnataka,No,
811317,Lakhisarai,Bihar,ODA,East2
517350,Madanapalle,Andhra Pradesh,ODA,South2
781023,Guwahati,Assam,No,NE
811309,Lakhisarai,Bihar,ODA,East2
620101,Tiruchi,Tamil Nadu,No,South2
742187,Baharampur,West Bengal,No,
713515,Manteswar,West Bengal,ODA,
743349,Dakshin Barasat,West Bengal,No,
621112,Tiruchi,Tamil Nadu,No,South2
208016,Kanpur,Uttar Pradesh,No,North2
788723,Karimganj,Assam,ODA,NE
123035,Rewari,Haryana,ODA,North2
825319,hazaribagh,Jharkhand,No,East2
828304,Dhanbad,Jharkhand,No,East2
636406,Mettur,Tamil Nadu,ODA,South2
534000,Eluru,Andhra Pradesh,ODA,South2
632319,Arani,Tamil Nadu,ODA,South2
134113,Chandigarh,Chandigarh,No,
466115,Sehore,Madhya Pradesh,ODA,Central2
788111,Udarbond,Assam,ODA,NE
271872,Bahraich,Uttar Pradesh,ODA,North2
245304,Noida,Uttar Pradesh,ODA,North1
441902,Gondia,Maharashtra,ODA,Mah2
756125,Bhadrak,Odisha,ODA,East2
201013,Ghaziabad,Uttar Pradesh,No,North1
784101,Tezpur,Assam,ODA,NE
441801,Gondia,Maharashtra,ODA,Mah2
635811,Ambur,Tamil Nadu,No,South2
516503,Badvel,Andhra Pradesh,ODA,South2
721430,Bajkul,West Bengal,ODA,
781101,Guwahati,Assam,No,NE
361170,Khambhalia,Gujarat,ODA,Guj2
502249,Zahirabad,Telangana,ODA,
635754,Ambur,Tamil Nadu,ODA,South2
322702,Sawai Madhopur,Rajasthan,ODA,North2
799278,Aambasa,Tripura,ODA,NE
517561,Tirupati,Andhra Pradesh,No,South2
757106,Raj Berhampur,Odisha,No,East2
689504,Pathanamthitta,Kerala,ODA,Kerala
743245,Bongaon,West Bengal,ODA,
743355,Dakshin Barasat,West Bengal,ODA,
689505,Pathanamthitta,Kerala,ODA,Kerala
177104,Dehra Gopipur,Himachal Pradesh,ODA,
360320,Gondal,Gujarat,No,Guj2
413308,Sangola,Maharashtra,ODA,Mah2
517571,Puttur-AP,Andhra Pradesh,ODA,South2
581145,Ranebennur,Karnataka,ODA,
585324,Chincholi,Karnataka,No,
629004,Nagercoil,Tamil Nadu,No,South2
516293,Cuddapah,Andhra Pradesh,No,South2
606401,Sankarapuram,Tamil Nadu,ODA,South2
563118,Bangarapet,Karnataka,ODA,
630208,Karaikudi,Tamil Nadu,No,South2
638657,Dharapuram,Tamil Nadu,ODA,South2
721132,Midnapore,West Bengal,ODA,
768109,Riamal,Odisha,No,East2
782002,Nagaon,Assam,ODA,NE
176044,Jahu,Himachal Pradesh,No,
734431,Bagdogra,West Bengal,No,
721448,Contai,West Bengal,ODA,
781027,Guwahati,Assam,No,NE
202139,Hathras,Uttar Pradesh,ODA,North2
341306,Sujangarh,Rajasthan,No,North2
423602,Kopargaon,Maharashtra,ODA,Mah2
721649,Panskura,West Bengal,ODA,
276129,Dullahpur,Uttar Pradesh,No,North2
532222,Palasa,Andhra Pradesh,No,South2
500037,Hyderabad,Telangana,No,South1
614022,Thiruvarur,Tamil Nadu,ODA,South2
742134,Baharampur,West Bengal,No,
333502,Buhana,Rajasthan,No,North2
504346,Utnoor,Telangana,ODA,
825315,Phusro,Jharkhand,No,East2
160061,Mohali,Chandigarh,No,
679336,Cherpulassery,Kerala,No,Kerala
242001,Shahjahanpur,Uttar Pradesh,No,North2
480882,Seoni,Madhya Pradesh,ODA,Central2
733207,Islampure,West Bengal,ODA,
845103,Narkatiaganj,Bihar,ODA,East2
824111,Aurangabad-BR,Bihar,ODA,East2
382423,Ahmedabad,Gujarat,No,Guj1
203209,Jewar,Uttar Pradesh,ODA,North2
363430,Limbdi,Gujarat,ODA,Guj2
322029,Sawai Madhopur,Rajasthan,ODA,North2
444308,Akola,Maharashtra,ODA,Mah2
502324,Hyderabad,Telangana,No,South1
621316,Tiruchi,Tamil Nadu,ODA,South2
689592,Ranni,Kerala,No,Kerala
767025,Patnagarh,Odisha,ODA,East2
829112,Phusro,Jharkhand,No,East2
360034,Rajkot,Gujarat,ODA,Guj2
383341,Ahmedabad,Gujarat,No,Guj1
620001,Tiruchi,Tamil Nadu,No,South2
799288,Kailashahar,Tripura,ODA,NE
639112,Tiruchi,Tamil Nadu,No,South2
731130,Suri,West Bengal,ODA,
321606,Kherli,Rajasthan,No,North2
620020,Tiruchi,Tamil Nadu,No,South2
177108,Dehra Gopipur,Himachal Pradesh,ODA,
713171,Panagarh,West Bengal,ODA,
335771,Gharsana,Rajasthan,ODA,North2
431209,Partur,Maharashtra,ODA,Mah2
678733,Palakkad,Kerala,No,Kerala
560113,Bangalore,Karnataka,No,South1
841427,Gopalganj,Bihar,ODA,East2
500050,Hyderabad,Telangana,No,South1
521134,Vijayawada,Andhra Pradesh,No,South2
573120,Hassan,Karnataka,No,
202120,Aligarh,Uttar Pradesh,No,North2
731133,Dubrajpur,West Bengal,ODA,
690502,Tiruvalla,Kerala,ODA,Kerala
733142,Gangarampur,West Bengal,ODA,
174021,Bilaspur-HP,Himachal Pradesh,No,
277210,Ballia,Uttar Pradesh,No,North2
423603,Kopargaon,Maharashtra,No,Mah2
756017,Balasore,Odisha,ODA,East2
845456,Motihari,Bihar,No,East2
441614,Gondia,Maharashtra,ODA,Mah2
629704,Nagercoil,Tamil Nadu,No,South2
363007,Surendranagar,Gujarat,ODA,Guj2
181224,Katra,Jammu and Kashmir,ODA,
678002,Palakkad,Kerala,No,Kerala
229208,Lalganj,Uttar Pradesh,ODA,North2
722155,Bankura,West Bengal,ODA,
160059,Mohali,Chandigarh,No,
518123,Betamcherla,Andhra Pradesh,ODA,South2
622503,Karaikudi,Tamil Nadu,No,South2
679303,Sankaramangalam,Kerala,ODA,Kerala
623319,Karaikudi,Tamil Nadu,No,South2
786181,Margherita,Assam,ODA,NE
160065,Mohali,Chandigarh,No,
301416,Kotputli,Rajasthan,ODA,North2
361345,Dwarka,Gujarat,ODA,Guj2
182125,Udhampur,Jammu and Kashmir,ODA,
271609,Balrampur,Uttar Pradesh,ODA,North2
160068,Mohali,Chandigarh,No,
160106,Chandigarh,Chandigarh,No,
534004,Eluru,Andhra Pradesh,No,South2
283115,Kheragarh,Uttar Pradesh,No,North2
682317,Kanjiramattom,Kerala,ODA,Kerala
581115,Ranebennur,Karnataka,No,
781024,Guwahati,Assam,No,NE
442502,Chandrapur,Maharashtra,ODA,Mah2
781026,Guwahati,Assam,ODA,NE
210424,Mahoba,Uttar Pradesh,ODA,North2
522268,Repalle,Andhra Pradesh,ODA,South2
227408,Sultanpur,Uttar Pradesh,No,North2
476337,Sheopur,Madhya Pradesh,No,Central2
781018,Guwahati,Assam,No,NE
781030,Guwahati,Assam,No,NE
140502,Chandigarh,Punjab,ODA,North2
534442,Eluru,Andhra Pradesh,No,South2
722203,Bankura,West Bengal,ODA,
431705,Hingoli,Maharashtra,ODA,Mah2
177007,Sujanpur,Himachal Pradesh,ODA,
241127,Sandila,Uttar Pradesh,No,North2
271871,Bahraich,Uttar Pradesh,ODA,North2
442401,Chandrapur,Maharashtra,No,Mah2
201313,Noida,Uttar Pradesh,No,North1
301701,Neemrana,Rajasthan,No,North2
781011,Guwahati,Assam,No,NE
144629,Sultanpur Lodhi,Punjab,ODA,North2
431106,Selu,Maharashtra,ODA,Mah2
560063,Bangalore,Karnataka,No,South1
262721,Lakhimpur,Uttar Pradesh,ODA,North2
571215,Virajpet,Karnataka,No,
781352,Barpeta,Assam,ODA,NE
764052,Balimela,Odisha,No,East2
442501,Chandrapur,Maharashtra,ODA,Mah2
140412,Sirhind-Fategarh,Punjab,ODA,North2
